sample_id,dataset,language,dialog_id,turn_index,text_length,duration_group,audio_duration_s,baseline_ttft_ms,streaming_asr_ttft_ms,full_streaming_ttft_ms,asr_gain_ms,kv_gain_ms,total_gain_ms,total_gain_ratio_%
crosswoz_12299_turn3,crosswoz,zh,12299,3,178,very_long,36.83,2950.64,1754.10,1761.21,1196.54,-7.10,1189.43,40.3
multiwoz_PMUL3103_turn4,multiwoz,en,PMUL3103,4,502,very_long,36.85,2358.83,2442.07,2461.10,-83.23,-19.04,-102.27,-4.3
multiwoz_PMUL2319_turn3,multiwoz,en,PMUL2319,3,540,very_long,37.38,2378.52,870.30,804.51,1508.22,65.79,1574.01,66.2
crosswoz_9956_turn5,crosswoz,zh,9956,5,177,very_long,37.65,3155.42,1079.37,1092.81,2076.05,-13.44,2062.61,65.4
multiwoz_MUL2018_turn4,multiwoz,en,MUL2018,4,472,very_long,37.65,2271.78,892.42,854.05,1379.35,38.38,1417.73,62.4
crosswoz_10574_turn4,crosswoz,zh,10574,4,185,very_long,37.76,3117.91,1228.13,1317.44,1889.79,-89.32,1800.47,57.7
multiwoz_MUL0069_turn4,multiwoz,en,MUL0069,4,521,very_long,37.78,2255.09,902.35,889.83,1352.73,12.52,1365.25,60.5
crosswoz_9394_turn3,crosswoz,zh,9394,3,168,very_long,37.83,3172.19,1065.18,1037.68,2107.02,27.50,2134.52,67.3
crosswoz_11730_turn3,crosswoz,zh,11730,3,193,very_long,37.84,3445.99,1321.44,1201.94,2124.55,119.50,2244.05,65.1
multiwoz_MUL1320_turn5,multiwoz,en,MUL1320,5,506,very_long,37.88,2644.42,1046.87,1040.04,1597.55,6.83,1604.38,60.7
multiwoz_MUL0193_turn3,multiwoz,en,MUL0193,3,512,very_long,37.94,2353.46,745.34,734.11,1608.12,11.23,1619.35,68.8
crosswoz_12298_turn3,crosswoz,zh,12298,3,185,very_long,37.99,3236.68,1288.93,1289.87,1947.74,-0.94,1946.80,60.1
multiwoz_MUL0076_turn4,multiwoz,en,MUL0076,4,548,very_long,38.02,2736.40,1001.48,989.49,1734.93,11.99,1746.91,63.8
crosswoz_7196_turn3,crosswoz,zh,7196,3,180,very_long,38.28,3177.05,992.24,1029.67,2184.81,-37.43,2147.38,67.6
multiwoz_PMUL4031_turn4,multiwoz,en,PMUL4031,4,553,very_long,38.48,2265.26,1221.82,1180.71,1043.44,41.11,1084.55,47.9
multiwoz_MUL0641_turn3,multiwoz,en,MUL0641,3,508,very_long,38.78,2655.44,1559.88,1432.98,1095.56,126.91,1222.46,46.0
crosswoz_2228_turn3,crosswoz,zh,2228,3,188,very_long,39.04,3259.13,912.20,867.69,2346.93,44.51,2391.44,73.4
multiwoz_PMUL4612_turn4,multiwoz,en,PMUL4612,4,558,very_long,39.14,2760.85,915.12,900.27,1845.74,14.84,1860.58,67.4
crosswoz_10040_turn3,crosswoz,zh,10040,3,181,very_long,39.23,3345.82,1594.18,1662.66,1751.65,-68.48,1683.17,50.3
crosswoz_11334_turn3,crosswoz,zh,11334,3,189,very_long,39.47,3413.26,1023.57,1062.65,2389.69,-39.08,2350.61,68.9
crosswoz_3145_turn3,crosswoz,zh,3145,3,186,very_long,39.58,3386.86,942.81,937.12,2444.05,5.69,2449.74,72.3
multiwoz_MUL0183_turn4,multiwoz,en,MUL0183,4,618,very_long,39.88,2882.21,824.27,798.57,2057.94,25.70,2083.64,72.3
multiwoz_MUL1152_turn4,multiwoz,en,MUL1152,4,556,very_long,39.93,2606.83,990.65,1055.38,1616.18,-64.74,1551.45,59.5
multiwoz_MUL1203_turn4,multiwoz,en,MUL1203,4,616,very_long,40.04,2795.31,1222.61,1215.87,1572.70,6.74,1579.44,56.5
crosswoz_497_turn4,crosswoz,zh,497,4,193,very_long,40.15,3424.41,888.72,872.55,2535.69,16.18,2551.87,74.5
crosswoz_9080_turn3,crosswoz,zh,9080,3,197,very_long,40.15,3280.01,1352.68,1264.55,1927.33,88.13,2015.46,61.4
multiwoz_PMUL2175_turn5,multiwoz,en,PMUL2175,5,556,very_long,40.41,2828.52,784.29,754.78,2044.23,29.51,2073.74,73.3
multiwoz_MUL1459_turn4,multiwoz,en,MUL1459,4,562,very_long,40.62,2584.84,1161.64,1196.39,1423.21,-34.75,1388.45,53.7
crosswoz_9365_turn4,crosswoz,zh,9365,4,207,very_long,40.76,3521.45,1460.46,1453.38,2060.99,7.08,2068.07,58.7
crosswoz_11592_turn3,crosswoz,zh,11592,3,184,very_long,40.77,3230.62,791.51,765.25,2439.11,26.25,2465.36,76.3
multiwoz_PMUL1904_turn5,multiwoz,en,PMUL1904,5,543,very_long,40.87,2797.50,861.99,845.69,1935.51,16.30,1951.81,69.8
multiwoz_MUL1031_turn4,multiwoz,en,MUL1031,4,601,very_long,40.96,2749.84,1702.49,1745.61,1047.35,-43.12,1004.23,36.5
multiwoz_MUL0666_turn4,multiwoz,en,MUL0666,4,583,very_long,41.25,2981.83,1105.85,1089.59,1875.98,16.26,1892.24,63.5
multiwoz_PMUL0322_turn5,multiwoz,en,PMUL0322,5,553,very_long,41.31,2687.55,1802.94,1819.16,884.61,-16.22,868.39,32.3
multiwoz_MUL1191_turn4,multiwoz,en,MUL1191,4,560,very_long,41.37,2858.93,1035.64,1011.68,1823.29,23.96,1847.25,64.6
multiwoz_MUL2174_turn5,multiwoz,en,MUL2174,5,535,very_long,41.51,2598.04,1330.76,1307.72,1267.28,23.03,1290.31,49.7
crosswoz_11406_turn4,crosswoz,zh,11406,4,203,very_long,41.78,3733.52,1186.91,1165.24,2546.61,21.67,2568.28,68.8
crosswoz_8717_turn3,crosswoz,zh,8717,3,205,very_long,41.78,3550.26,1294.50,1322.20,2255.76,-27.70,2228.06,62.8
multiwoz_PMUL4499_turn4,multiwoz,en,PMUL4499,4,625,very_long,41.81,2693.51,1062.07,1047.78,1631.44,14.29,1645.73,61.1
crosswoz_9956_turn6,crosswoz,zh,9956,6,206,very_long,41.95,3336.02,1485.37,1475.12,1850.65,10.25,1860.90,55.8
multiwoz_MUL1215_turn4,multiwoz,en,MUL1215,4,496,very_long,42.09,2559.14,827.64,816.77,1731.50,10.87,1742.37,68.1
multiwoz_PMUL4254_turn4,multiwoz,en,PMUL4254,4,528,very_long,42.16,2423.63,980.52,932.33,1443.11,48.18,1491.30,61.5
multiwoz_MUL0711_turn4,multiwoz,en,MUL0711,4,572,very_long,42.45,2630.51,1055.15,1019.32,1575.37,35.82,1611.19,61.2
multiwoz_MUL1332_turn5,multiwoz,en,MUL1332,5,518,very_long,42.48,2652.76,1558.98,1640.84,1093.78,-81.86,1011.92,38.1
multiwoz_PMUL2590_turn5,multiwoz,en,PMUL2590,5,600,very_long,43.50,2487.75,749.61,757.41,1738.13,-7.80,1730.33,69.6
multiwoz_PMUL0085_turn4,multiwoz,en,PMUL0085,4,567,very_long,43.58,2792.61,1070.50,1062.16,1722.11,8.33,1730.45,62.0
crosswoz_10661_turn4,crosswoz,zh,10661,4,215,very_long,43.63,3545.11,725.89,730.10,2819.22,-4.21,2815.01,79.4
multiwoz_PMUL2296_turn4,multiwoz,en,PMUL2296,4,686,very_long,43.66,2803.77,1554.28,1524.38,1249.49,29.90,1279.39,45.6
crosswoz_8672_turn4,crosswoz,zh,8672,4,214,very_long,43.68,3457.76,1582.40,1549.59,1875.35,32.82,1908.17,55.2
crosswoz_10331_turn3,crosswoz,zh,10331,3,220,very_long,43.76,3934.49,2245.73,1824.87,1688.75,420.87,2109.62,53.6
multiwoz_MUL0023_turn4,multiwoz,en,MUL0023,4,582,very_long,43.92,3314.95,714.36,795.10,2600.59,-80.74,2519.85,76.0
crosswoz_11735_turn3,crosswoz,zh,11735,3,197,very_long,44.30,3560.62,1269.19,1281.36,2291.43,-12.16,2279.26,64.0
multiwoz_PMUL4885_turn5,multiwoz,en,PMUL4885,5,575,very_long,44.47,2828.18,1154.24,1178.03,1673.94,-23.80,1650.14,58.3
crosswoz_9138_turn4,crosswoz,zh,9138,4,221,very_long,44.48,3455.03,945.15,979.10,2509.88,-33.95,2475.93,71.7
multiwoz_PMUL2130_turn4,multiwoz,en,PMUL2130,4,581,very_long,44.72,2686.59,694.61,698.10,1991.98,-3.49,1988.49,74.0
crosswoz_9033_turn4,crosswoz,zh,9033,4,215,very_long,45.58,3641.23,901.61,877.72,2739.63,23.89,2763.52,75.9
crosswoz_8436_turn3,crosswoz,zh,8436,3,220,very_long,45.65,3477.42,1781.44,1776.77,1695.98,4.67,1700.65,48.9
multiwoz_PMUL0237_turn5,multiwoz,en,PMUL0237,5,581,very_long,45.74,3050.29,1158.46,913.80,1891.82,244.66,2136.48,70.0
multiwoz_PMUL2175_turn6,multiwoz,en,PMUL2175,6,640,very_long,45.79,3054.18,1188.84,1183.04,1865.34,5.81,1871.14,61.3
crosswoz_497_turn5,crosswoz,zh,497,5,226,very_long,45.86,3703.28,1025.89,998.67,2677.39,27.23,2704.62,73.0
multiwoz_MUL1330_turn4,multiwoz,en,MUL1330,4,678,very_long,46.49,2881.54,851.62,940.86,2029.92,-89.23,1940.68,67.3
crosswoz_962_turn4,crosswoz,zh,962,4,217,very_long,46.53,3568.92,882.01,866.88,2686.91,15.13,2702.04,75.7
multiwoz_MUL2016_turn4,multiwoz,en,MUL2016,4,626,very_long,46.54,3010.10,925.72,923.41,2084.38,2.32,2086.70,69.3
crosswoz_8907_turn4,crosswoz,zh,8907,4,235,very_long,46.73,3526.06,1084.27,1030.65,2441.79,53.62,2495.41,70.8
multiwoz_PMUL0271_turn4,multiwoz,en,PMUL0271,4,611,very_long,46.85,3153.64,1142.98,995.63,2010.66,147.35,2158.01,68.4
crosswoz_11613_turn5,crosswoz,zh,11613,5,226,very_long,46.92,3712.98,1045.26,1060.02,2667.72,-14.76,2652.97,71.5
crosswoz_10382_turn4,crosswoz,zh,10382,4,240,very_long,46.93,3723.84,632.18,682.38,3091.66,-50.20,3041.46,81.7
multiwoz_PMUL4612_turn5,multiwoz,en,PMUL4612,5,647,very_long,47.23,2882.15,1012.87,1001.80,1869.28,11.06,1880.34,65.2
crosswoz_10296_turn4,crosswoz,zh,10296,4,221,very_long,47.28,3825.39,1574.42,1586.43,2250.97,-12.01,2238.96,58.5
crosswoz_8707_turn4,crosswoz,zh,8707,4,265,very_long,47.44,3777.14,1296.62,1317.17,2480.53,-20.56,2459.97,65.1
multiwoz_PMUL0460_turn4,multiwoz,en,PMUL0460,4,612,very_long,47.45,2730.47,935.80,939.20,1794.67,-3.39,1791.27,65.6
multiwoz_MUL1027_turn4,multiwoz,en,MUL1027,4,634,very_long,47.47,3120.12,821.70,821.98,2298.42,-0.28,2298.14,73.7
crosswoz_422_turn4,crosswoz,zh,422,4,235,very_long,47.52,3721.76,937.24,924.09,2784.53,13.15,2797.68,75.2
crosswoz_12011_turn3,crosswoz,zh,12011,3,224,very_long,47.90,3828.34,725.11,718.15,3103.24,6.95,3110.19,81.2
crosswoz_2228_turn4,crosswoz,zh,2228,4,232,very_long,47.90,3521.05,1021.17,967.89,2499.88,53.29,2553.17,72.5
multiwoz_MUL0084_turn5,multiwoz,en,MUL0084,5,634,very_long,48.03,2937.68,564.08,549.16,2373.60,14.93,2388.52,81.3
crosswoz_7310_turn4,crosswoz,zh,7310,4,240,very_long,48.12,3938.44,1721.53,1710.34,2216.91,11.19,2228.11,56.6
crosswoz_12315_turn4,crosswoz,zh,12315,4,231,very_long,48.23,4041.55,1148.22,1200.87,2893.32,-52.64,2840.68,70.3
multiwoz_PMUL1745_turn5,multiwoz,en,PMUL1745,5,645,very_long,48.29,3899.03,850.74,859.74,3048.29,-9.00,3039.29,77.9
crosswoz_11361_turn4,crosswoz,zh,11361,4,240,very_long,48.49,4002.87,835.61,804.35,3167.26,31.27,3198.52,79.9
multiwoz_MUL2174_turn6,multiwoz,en,MUL2174,6,635,very_long,48.51,2537.00,836.36,949.35,1700.64,-112.99,1587.65,62.6
crosswoz_8672_turn5,crosswoz,zh,8672,5,257,very_long,48.66,4026.00,1492.22,1632.64,2533.78,-140.42,2393.36,59.4
multiwoz_MUL1377_turn3,multiwoz,en,MUL1377,3,573,very_long,48.83,2840.37,1140.34,1135.69,1700.02,4.66,1704.68,60.0
multiwoz_MUL2157_turn4,multiwoz,en,MUL2157,4,601,very_long,48.92,3154.87,1299.09,1195.11,1855.79,103.98,1959.77,62.1
multiwoz_MUL0789_turn4,multiwoz,en,MUL0789,4,656,very_long,49.20,3291.53,1204.17,1189.09,2087.36,15.08,2102.44,63.9
crosswoz_1101_turn4,crosswoz,zh,1101,4,243,very_long,49.39,3871.31,2089.03,2129.01,1782.28,-39.98,1742.30,45.0
multiwoz_PMUL3103_turn5,multiwoz,en,PMUL3103,5,655,very_long,49.42,3048.98,775.72,785.64,2273.25,-9.91,2263.34,74.2
multiwoz_MUL0666_turn5,multiwoz,en,MUL0666,5,669,very_long,49.56,3327.98,4095.94,6225.42,-767.96,-2129.48,-2897.44,-87.1
crosswoz_11893_turn4,crosswoz,zh,11893,4,241,very_long,49.78,4049.08,1089.20,1074.80,2959.88,14.40,2974.27,73.5
multiwoz_MUL0193_turn4,multiwoz,en,MUL0193,4,665,very_long,49.97,3636.63,1062.30,1028.80,2574.33,33.50,2607.83,71.7
multiwoz_MUL1003_turn5,multiwoz,en,MUL1003,5,663,very_long,50.11,3606.76,1043.85,1044.64,2562.91,-0.78,2562.12,71.0
multiwoz_MUL0176_turn5,multiwoz,en,MUL0176,5,679,very_long,50.14,3084.97,1094.66,1175.29,1990.31,-80.63,1909.69,61.9
multiwoz_MUL1001_turn4,multiwoz,en,MUL1001,4,659,very_long,50.23,2994.79,920.09,886.64,2074.70,33.45,2108.15,70.4
multiwoz_MUL1027_turn5,multiwoz,en,MUL1027,5,707,very_long,50.26,2941.59,785.06,761.02,2156.53,24.04,2180.57,74.1
crosswoz_9275_turn2,crosswoz,zh,9275,2,239,very_long,50.75,4574.04,677.55,698.92,3896.49,-21.38,3875.11,84.7
crosswoz_7701_turn4,crosswoz,zh,7701,4,245,very_long,50.77,4623.11,847.10,836.02,3776.01,11.08,3787.09,81.9
crosswoz_10749_turn4,crosswoz,zh,10749,4,257,very_long,50.96,4142.77,2308.68,2219.39,1834.10,89.29,1923.39,46.4
multiwoz_MUL1353_turn4,multiwoz,en,MUL1353,4,692,very_long,51.13,3414.22,1063.04,1077.67,2351.18,-14.63,2336.54,68.4
multiwoz_MUL1320_turn6,multiwoz,en,MUL1320,6,716,very_long,51.27,3702.36,1622.90,1572.78,2079.47,50.12,2129.58,57.5
multiwoz_MUL0069_turn5,multiwoz,en,MUL0069,5,704,very_long,51.35,2800.85,1040.79,982.11,1760.07,58.68,1818.75,64.9
crosswoz_8796_turn3,crosswoz,zh,8796,3,233,very_long,51.55,4248.19,1212.72,1205.45,3035.47,7.27,3042.74,71.6
crosswoz_9200_turn4,crosswoz,zh,9200,4,239,very_long,51.63,4140.97,869.12,834.60,3271.85,34.52,3306.37,79.8
crosswoz_9394_turn4,crosswoz,zh,9394,4,231,very_long,52.05,4025.20,772.44,705.58,3252.76,66.86,3319.62,82.5
crosswoz_11334_turn4,crosswoz,zh,11334,4,251,very_long,52.29,4346.95,1280.10,1269.33,3066.85,10.77,3077.62,70.8
crosswoz_11613_turn6,crosswoz,zh,11613,6,260,very_long,52.34,4108.33,1244.44,1289.07,2863.89,-44.63,2819.26,68.6
multiwoz_MUL1215_turn5,multiwoz,en,MUL1215,5,652,very_long,52.69,3102.14,1060.56,1059.57,2041.58,0.99,2042.57,65.8
crosswoz_10574_turn5,crosswoz,zh,10574,5,259,very_long,52.78,4187.28,2150.62,2183.14,2036.66,-32.52,2004.14,47.9
crosswoz_11248_turn3,crosswoz,zh,11248,3,258,very_long,52.97,3643.92,2050.59,2127.18,1593.33,-76.59,1516.74,41.6
multiwoz_MUL0711_turn5,multiwoz,en,MUL0711,5,687,very_long,53.09,3082.98,821.22,923.80,2261.75,-102.57,2159.18,70.0
crosswoz_8202_turn4,crosswoz,zh,8202,4,254,very_long,53.14,4061.72,753.39,701.75,3308.33,51.64,3359.97,82.7
crosswoz_3145_turn4,crosswoz,zh,3145,4,247,very_long,53.21,4126.04,1307.73,1340.12,2818.31,-32.39,2785.92,67.5
crosswoz_7196_turn4,crosswoz,zh,7196,4,253,very_long,53.22,3935.77,1435.67,1425.24,2500.10,10.42,2510.52,63.8
multiwoz_PMUL2936_turn5,multiwoz,en,PMUL2936,5,708,very_long,53.26,2799.14,869.40,873.11,1929.74,-3.71,1926.03,68.8
multiwoz_MUL2018_turn5,multiwoz,en,MUL2018,5,648,very_long,53.27,3894.08,740.60,745.60,3153.48,-5.00,3148.48,80.9
crosswoz_7652_turn3,crosswoz,zh,7652,3,261,very_long,53.35,4182.72,1160.06,1123.74,3022.65,36.33,3058.98,73.1
crosswoz_9577_turn4,crosswoz,zh,9577,4,254,very_long,53.42,5022.05,878.85,857.76,4143.20,21.08,4164.28,82.9
multiwoz_MUL0641_turn4,multiwoz,en,MUL0641,4,692,very_long,53.50,2857.21,1280.94,1274.29,1576.27,6.65,1582.92,55.4
multiwoz_MUL0874_turn5,multiwoz,en,MUL0874,5,703,very_long,53.55,3514.92,890.61,884.43,2624.32,6.17,2630.49,74.8
multiwoz_MUL1459_turn5,multiwoz,en,MUL1459,5,691,very_long,53.58,3181.45,791.95,786.34,2389.50,5.61,2395.11,75.3
multiwoz_MUL1031_turn5,multiwoz,en,MUL1031,5,749,very_long,53.82,3192.02,914.20,687.71,2277.82,226.49,2504.32,78.5
multiwoz_PMUL2590_turn6,multiwoz,en,PMUL2590,6,791,very_long,53.84,3453.61,1451.50,1399.30,2002.11,52.20,2054.31,59.5
crosswoz_12011_turn4,crosswoz,zh,12011,4,263,very_long,53.96,4370.84,773.96,758.67,3596.89,15.28,3612.17,82.6
multiwoz_MUL1152_turn5,multiwoz,en,MUL1152,5,762,very_long,54.13,3308.85,1116.12,1096.15,2192.73,19.97,2212.70,66.9
crosswoz_10197_turn4,crosswoz,zh,10197,4,260,very_long,54.39,4293.00,1087.43,1270.80,3205.57,-183.37,3022.20,70.4
crosswoz_9956_turn7,crosswoz,zh,9956,7,274,very_long,54.51,4027.34,1182.34,1317.20,2845.00,-134.87,2710.13,67.3
multiwoz_PMUL0085_turn5,multiwoz,en,PMUL0085,5,750,very_long,55.18,3620.70,899.71,842.68,2720.99,57.04,2778.02,76.7
multiwoz_PMUL3103_turn6,multiwoz,en,PMUL3103,6,765,very_long,55.24,3198.36,1258.15,1289.28,1940.21,-31.14,1909.08,59.7
multiwoz_MUL1001_turn5,multiwoz,en,MUL1001,5,747,very_long,55.43,3517.44,861.30,734.95,2656.14,126.35,2782.49,79.1
multiwoz_MUL1332_turn6,multiwoz,en,MUL1332,6,680,very_long,55.63,3368.86,1011.91,1001.31,2356.95,10.60,2367.55,70.3
multiwoz_PMUL2319_turn4,multiwoz,en,PMUL2319,4,738,very_long,55.87,3495.07,1172.99,1234.09,2322.08,-61.09,2260.98,64.7
multiwoz_PMUL3103_turn7,multiwoz,en,PMUL3103,7,898,very_long,55.87,3320.66,709.03,662.33,2611.62,46.71,2658.33,80.1
multiwoz_MUL0076_turn5,multiwoz,en,MUL0076,5,752,very_long,55.89,3376.66,1024.80,990.79,2351.86,34.01,2385.86,70.7
multiwoz_PMUL4499_turn5,multiwoz,en,PMUL4499,5,749,very_long,56.11,3382.73,975.27,964.21,2407.46,11.07,2418.52,71.5
multiwoz_PMUL0322_turn6,multiwoz,en,PMUL0322,6,713,very_long,56.25,3296.23,1184.00,1327.32,2112.23,-143.32,1968.91,59.7
crosswoz_10040_turn4,crosswoz,zh,10040,4,264,very_long,56.44,5041.35,1385.29,1392.12,3656.06,-6.83,3649.23,72.4
crosswoz_8436_turn4,crosswoz,zh,8436,4,271,very_long,56.62,4324.86,779.86,774.20,3545.00,5.65,3550.65,82.1
multiwoz_MUL2174_turn7,multiwoz,en,MUL2174,7,720,very_long,56.72,3272.62,1201.18,1169.32,2071.44,31.86,2103.30,64.3
multiwoz_PMUL1904_turn6,multiwoz,en,PMUL1904,6,724,very_long,56.74,3739.42,1234.46,1231.69,2504.95,2.77,2507.72,67.1
multiwoz_PMUL0237_turn6,multiwoz,en,PMUL0237,6,724,very_long,57.09,3207.96,778.41,742.19,2429.54,36.23,2465.77,76.9
crosswoz_98_turn3,crosswoz,zh,98,3,248,very_long,57.17,4522.64,934.09,883.21,3588.55,50.88,3639.43,80.5
crosswoz_12299_turn4,crosswoz,zh,12299,4,273,very_long,57.30,4343.86,1037.93,1003.16,3305.94,34.76,3340.70,76.9
crosswoz_9173_turn4,crosswoz,zh,9173,4,281,very_long,57.32,4598.76,1038.96,1191.97,3559.79,-153.01,3406.79,74.1
multiwoz_PMUL1745_turn6,multiwoz,en,PMUL1745,6,766,very_long,57.34,4231.01,1036.78,1009.27,3194.23,27.51,3221.74,76.1
crosswoz_12298_turn4,crosswoz,zh,12298,4,271,very_long,57.38,4598.66,901.22,879.52,3697.44,21.70,3719.13,80.9
crosswoz_11730_turn4,crosswoz,zh,11730,4,298,very_long,57.49,5988.96,1610.50,1681.61,4378.46,-71.11,4307.35,71.9
multiwoz_MUL0183_turn5,multiwoz,en,MUL0183,5,832,very_long,57.67,3657.78,929.14,892.82,2728.64,36.32,2764.96,75.6
crosswoz_11406_turn5,crosswoz,zh,11406,5,286,very_long,57.73,4875.15,962.79,830.42,3912.36,132.37,4044.73,83.0
crosswoz_9080_turn4,crosswoz,zh,9080,4,282,very_long,57.75,4804.93,1413.43,1303.52,3391.50,109.90,3501.41,72.9
multiwoz_PMUL4254_turn5,multiwoz,en,PMUL4254,5,696,very_long,57.88,3617.24,825.65,796.09,2791.59,29.56,2821.15,78.0
crosswoz_10661_turn5,crosswoz,zh,10661,5,282,very_long,57.95,4815.17,1130.05,1136.97,3685.12,-6.92,3678.20,76.4
crosswoz_11735_turn4,crosswoz,zh,11735,4,266,very_long,58.14,5709.46,1645.39,1649.75,4064.06,-4.36,4059.71,71.1
multiwoz_MUL0023_turn5,multiwoz,en,MUL0023,5,745,very_long,58.55,3503.81,1328.62,1264.83,2175.19,63.79,2238.98,63.9
multiwoz_MUL1191_turn5,multiwoz,en,MUL1191,5,777,very_long,58.71,3843.24,963.50,911.63,2879.74,51.87,2931.61,76.3
multiwoz_PMUL2175_turn7,multiwoz,en,PMUL2175,7,762,very_long,58.89,3529.16,1350.44,1343.64,2178.72,6.80,2185.52,61.9
crosswoz_497_turn6,crosswoz,zh,497,6,279,very_long,59.06,4852.59,764.54,758.71,4088.04,5.83,4093.88,84.4
crosswoz_8672_turn6,crosswoz,zh,8672,6,299,very_long,59.12,4767.09,1091.23,1046.51,3675.86,44.72,3720.58,78.0
crosswoz_9275_turn3,crosswoz,zh,9275,3,278,very_long,59.13,5217.29,1086.21,1075.12,4131.09,11.09,4142.18,79.4
crosswoz_9033_turn5,crosswoz,zh,9033,5,284,very_long,59.28,4793.77,1869.89,1876.90,2923.87,-7.01,2916.86,60.8
crosswoz_10331_turn4,crosswoz,zh,10331,4,299,very_long,59.61,4926.78,1090.76,1048.41,3836.02,42.35,3878.37,78.7
multiwoz_PMUL4031_turn5,multiwoz,en,PMUL4031,5,803,very_long,59.73,3666.77,751.59,732.40,2915.18,19.19,2934.37,80.0
multiwoz_PMUL2590_turn7,multiwoz,en,PMUL2590,7,1029,very_long,59.77,3889.38,984.58,1010.39,2904.81,-25.82,2878.99,74.0
multiwoz_MUL2018_turn6,multiwoz,en,MUL2018,6,764,very_long,59.91,3886.90,1149.19,1084.11,2737.71,65.08,2802.79,72.1
